sticker_id,country,display_name,normalized_name,category
PAN17,Panama,Jose Fajardo,jose fajardo,player
PAN18,Panama,Cecilio Waterman,cecilio waterman,player
PAN19,Panama,Jose Luiz Rodriguez,jose luiz rodriguez,player
PAN20,Panama,Alberto Quintero,alberto quintero,player
FWC9,FIFA World Cup,Italy 1934 FIFA World Cup History,italy 1934 fifa world cup history,badge
FWC10,FIFA World Cup,Uruguay 1950 FIFA World Cup History,uruguay 1950 fifa world cup history,badge
FWC11,FIFA World Cup,West Germany 1954 FIFA World Cup History,west germany 1954 fifa world cup history,badge
FWC12,FIFA World Cup,Brazil 1962 FIFA World Cup History,brazil 1962 fifa world cup history,badge
FWC13,FIFA World Cup,West Germany 1974 FIFA World Cup History,west germany 1974 fifa world cup history,badge
FWC14,FIFA World Cup,Argentina 1986 FIFA World Cup History,argentina 1986 fifa world cup history,badge
FWC15,FIFA World Cup,Brazil 1994 FIFA World Cup History,brazil 1994 fifa world cup history,badge
FWC16,FIFA World Cup,Brazil 2002 FIFA World Cup History,brazil 2002 fifa world cup history,badge
FWC17,FIFA World Cup,Italy 2006 FIFA World Cup History,italy 2006 fifa world cup history,badge
FWC18,FIFA World Cup,Germany 2014 FIFA World Cup History,germany 2014 fifa world cup history,badge
FWC19,FIFA World Cup,Argentina 2022 FIFA World Cup History,argentina 2022 fifa world cup history,badge
CC-US1,Spain,Lamine Yamal,lamine yamal,player
CC-US2,Germany,Joshua Kimmich,joshua kimmich,player
CC-US3,England,Harry Kane,harry kane,player
CC-US4,Mexico,Santiago Giménez,santiago gimenez,player
CC-US5,USA,Antonee Robinson,antonee robinson,player
CC-US6,Colombia,Jefferson Lerma,jefferson lerma,player
CC-US7,Mexico,Edson Álvarez,edson alvarez,player
CC-US8,Netherlands,Virgil van Dijk,virgil van dijk,player
CC-US9,Canada,Alphonso Davies,alphonso davies,player
CC-US10,USA,Weston McKennie,weston mckennie,player
CC-US11,Argentina,Lautaro Martínez,lautaro martinez,player
CC-US12,Brazil,Gabriel Magalhães,gabriel magalhaes,player
CC-LAM1,Spain,Lamine Yamal,lamine yamal,player
CC-LAM2,Germany,Joshua Kimmich,joshua kimmich,player
CC-LAM3,England,Harry Kane,harry kane,player
CC-LAM4,Mexico,Santiago Giménez,santiago gimenez,player
CC-LAM5,Croatia,Josko Gvardiol,josko gvardiol,player
CC-LAM6,Uruguay,Federico Valverde,federico valverde,player
CC-LAM7,Colombia,Jefferson Lerma,jefferson lerma,player
CC-LAM8,Ecuador,Enner Valencia,enner valencia,player
CC-LAM9,Brazil,Gabriel Magalhães,gabriel magalhaes,player
CC-LAM10,Netherlands,Virgil van Dijk,virgil van dijk,player
CC-LAM11,Canada,Alphonso Davies,alphonso davies,player
CC-LAM12,Argentina,Emiliano Martinez,emiliano martinez,player
CC-LAM13,Mexico,Raúl Jiménez,raul jimenez,player
CC-LAM14,Argentina,Lautaro Martínez,lautaro martinez,player
CC-SRB1,Argentina,Lautaro Martínez,lautaro martinez,player
CC-SRB2,Canada,Alphonso Davies,alphonso davies,player
CC-SRB3,Croatia,Josko Gvardiol,josko gvardiol,player
CC-SRB4,England,Harry Kane,harry kane,player
CC-SRB5,France,Eduardo Camavinga,eduardo camavinga,player
CC-SRB6,France,William Saliba,william saliba,player
CC-SRB7,Germany,Joshua Kimmich,joshua kimmich,player
CC-SRB8,Mexico,Raúl Jiménez,raul jimenez,player
CC-SRB9,Netherlands,Virgil van Dijk,virgil van dijk,player
CC-SRB10,Spain,Lamine Yamal,lamine yamal,player
CC-SRB11,USA,Antonee Robinson,antonee robinson,player
CC-SRB12,Uruguay,Federico Valverde,federico valverde,player
CC-ESP1,Spain,Lamine Yamal,lamine yamal,player
CC-ESP2,Germany,Joshua Kimmich,joshua kimmich,player
CC-ESP3,France,Eduardo Camavinga,eduardo camavinga,player
CC-ESP4,Croatia,Josko Gvardiol,josko gvardiol,player
CC-ESP5,Uruguay,Federico Valverde,federico valverde,player
CC-ESP6,Netherlands,Virgil van Dijk,virgil van dijk,player
CC-ESP7,Canada,Alphonso Davies,alphonso davies,player
CC-ESP8,Mexico,Raúl Jiménez,raul jimenez,player
CC-ESP9,France,William Saliba,william saliba,player
CC-ESP10,Argentina,Lautaro Martínez,lautaro martinez,player
CC-ESP11,England,Harry Kane,harry kane,player
CC-ESP12,USA,Antonee Robinson,antonee robinson,player
LM,Argentina,Lionel Messi,lionel messi,player
JD,Belgium,Jérémy Doku,jeremy doku,player
VJ,Brazil,Vinicius Júnior,vinicius junior,player
AD,Canada,Alphonso Davies,alphonso davies,player
LD,Colombia,Luis Díaz,luis diaz,player
LMO,Croatia,Luka Modrić,luka modric,player
MC,Ecuador,Moisés Caicedo,moises caicedo,player
MS,Egypt,Mohamed Salah,mohamed salah,player
JB,England,Jude Bellingham,jude bellingham,player
KM,France,Kylian Mbappé,kylian mbappe,player
FW,Germany,Florian Wirtz,florian wirtz,player
RJ,Mexico,Raúl Jiménez,raul jimenez,player
AH,Morocco,Achraf Hakimi,achraf hakimi,player
EH,Norway,Erling Haaland,erling haaland,player
CG,Netherlands,Cody Gakpo,cody gakpo,player
CR,Portugal,Cristiano Ronaldo,cristiano ronaldo,player
HS,South Korea,Heung-min Son,heung-min son,player
LY,Spain,Lamine Yamal,lamine yamal,player
CP,USA,Christian Pulisic,christian pulisic,player
FV,Uruguay,Federico Valverde,federico valverde,player
